2026-04-19 13:30:35,784 | INFO | core.logging.getter | Got message:
2026-04-19 13:31:47,840 | INFO | core.logging.getter | Got message:
2026-04-19 13:31:49,675 | INFO | core.logging.getter | Got message:
2026-04-19 13:31:49,816 | INFO | core.logging.getter | Got message:
2026-04-19 13:31:49,953 | INFO | core.logging.getter | Got message:
2026-04-19 13:31:56,188 | INFO | core.logging.getter | Got message:
2026-04-19 13:32:14,841 | INFO | core.logging.getter | Got message:
2026-04-19 13:32:17,751 | INFO | core.logging.getter | Got message:
2026-04-19 13:32:17,881 | INFO | core.logging.getter | Got message:
2026-04-19 13:32:18,026 | INFO | core.logging.getter | Got message:
2026-04-19 13:32:18,147 | INFO | core.logging.getter | Got message:
2026-04-20 07:37:37,580 | INFO | core.logging.getter | Handled redirect by shortified link.
2026-04-20 07:38:00,638 | INFO | core.logging.getter | Handled redirect by shortified link.
2026-04-20 07:38:00,639 | INFO | core.logging.getter | Handled redirect by shortified link.
2026-04-20 07:38:30,031 | INFO | core.logging.getter | Handled redirect by shortified link: {'ip': '172.18.0.1', 'slug': 'ba91a71bbfbd', 'agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36'}
2026-04-20 07:40:36,759 | INFO | core.logging.getter | Handled operation 'created' with slug: 'f81f43e64471'
2026-04-20 07:41:55,030 INFO - | core.logging.getter | - Handled operation 'created' with slug: '574b765490e5'
2026-04-20 07:45:30,217 INFO - | aio_pika.robust_connection | - Connection to amqp://analytics_consumer:******@localhost:5672/ closed. Reconnecting after 5 seconds.
2026-04-20 07:46:32,853 INFO - | analytics_worker | - Handled operation 'created' with slug: '0a223ddbd129'
2026-04-20 07:47:13,797 INFO - | analytics_worker | - Handled operation 'created' with slug: '2ac79667d14f'
2026-04-20 07:51:44,049 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 07:52:23,087 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 07:55:37,362 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 07:56:23,185 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:14:49,751 INFO - | analytics_worker | - Handled operation 'created' with slug: 'b894e98f774e'
2026-04-20 21:28:49,385 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:30:26,926 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:30:33,446 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:30:33,709 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:30:34,008 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:30:34,278 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:31:36,389 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:32:29,596 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:32:32,119 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:32:32,399 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:32:32,667 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:32:32,937 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:32:33,178 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:32:33,425 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:33:28,437 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:33:29,439 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:33:29,908 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:34:57,779 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:34:58,026 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:34:58,612 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:34:59,186 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:35:05,822 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:35:06,109 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:35:06,399 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:35:06,688 INFO - | analytics_worker | - Redirected by shortified link with slug: b894e98f774e
2026-04-20 21:38:10,836 INFO - | analytics_worker | - Handled operation 'created' with slug: 'b894e98f774e'
2026-04-20 21:38:17,676 INFO - | analytics_worker | - Handled operation 'deleted' with slug: 'b894e98f774e'
